Customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST06573,14,5,474.78,5,5,5,555,High-Value Champions
CUST06574,80,4,385.79,4,4,4,444,High-Value Champions
CUST06575,115,3,289.37,3,3,4,334,Loyal Customers
CUST06576,313,5,477.01,2,5,5,255,Others
CUST06577,92,2,190.78,4,2,2,422,Potential Loyalists
CUST06578,56,1,96.56,4,1,1,411,One-Time Buyers
CUST06579,31,6,573.4,5,5,5,555,High-Value Champions
CUST06580,8,5,479.48,5,5,5,555,High-Value Champions
CUST06581,296,2,193.48000000000002,2,2,2,222,At-Risk
CUST06582,102,4,383.15,4,4,4,444,High-Value Champions
CUST06583,502,1,96.11,1,1,1,111,At-Risk
CUST06584,288,1,92.8,2,1,1,211,At-Risk
CUST06585,680,1,92.8,1,1,1,111,At-Risk
CUST06586,343,6,570.88,2,5,5,255,Others
CUST06587,51,2,189.76,4,2,2,422,Potential Loyalists
CUST06589,88,7,664.3199999999999,4,5,5,455,High-Value Champions
CUST06590,177,7,664.61,3,5,5,355,Loyal Customers
CUST06591,16,3,284.7,5,3,3,533,Loyal Customers
CUST06592,84,2,190.03,4,2,2,422,Potential Loyalists
CUST06593,158,5,478.04,3,5,5,355,Loyal Customers
CUST06594,218,2,191.78,2,2,2,222,At-Risk
CUST06595,591,2,187.47,1,2,1,121,At-Risk
CUST06596,94,5,477.12,4,5,5,455,High-Value Champions
CUST06597,345,6,571.23,1,5,5,155,Others
CUST06598,234,2,190.03,2,2,2,222,At-Risk
CUST06599,34,2,189.32999999999998,5,2,1,521,Potential Loyalists
CUST06600,254,4,378.90999999999997,2,4,4,244,Others
CUST06601,480,2,190.76999999999998,1,2,2,122,At-Risk
CUST06602,138,5,473.7,3,5,5,355,Loyal Customers
CUST06603,257,2,191.78,2,2,2,222,At-Risk
CUST06604,25,8,766.57,5,5,5,555,High-Value Champions
CUST06605,105,2,193.12,4,2,2,422,Potential Loyalists
CUST06606,89,4,379.89,4,4,4,444,High-Value Champions
CUST06607,241,6,565.71,2,5,5,255,Others
CUST06608,163,3,285.47,3,3,3,333,Loyal Customers
CUST06609,138,3,289.73,3,3,4,334,Loyal Customers
CUST06610,212,2,191.23000000000002,2,2,2,222,At-Risk
CUST06611,49,4,384.25,4,4,4,444,High-Value Champions
CUST06612,16,7,667.01,5,5,5,555,High-Value Champions
CUST06613,651,1,92.8,1,1,1,111,At-Risk
CUST06614,280,2,191.13,2,2,2,222,At-Risk
CUST06615,28,4,376.59000000000003,5,4,4,544,High-Value Champions
CUST06616,64,4,384.49,4,4,4,444,High-Value Champions
CUST06617,211,1,95.89,2,1,1,211,At-Risk
CUST06618,46,3,287.34000000000003,5,3,3,533,Loyal Customers
CUST06620,6,3,281.92,5,3,2,532,Loyal Customers
CUST06621,597,2,189.76,1,2,2,122,At-Risk
CUST06622,202,2,188.69,2,2,1,221,At-Risk
CUST06623,171,4,378.02,3,4,4,344,Loyal Customers
CUST06626,465,1,97.23,1,1,1,111,At-Risk
CUST06627,12,5,479.23,5,5,5,555,High-Value Champions
CUST06628,54,5,479.45,4,5,5,455,High-Value Champions
CUST06629,210,7,671.35,2,5,5,255,Others
CUST06630,17,4,381.48,5,4,4,544,High-Value Champions
CUST06631,79,4,380.69,4,4,4,444,High-Value Champions
CUST06632,223,3,285.58,2,3,3,233,Others
CUST06633,96,3,287.48,4,3,3,433,Loyal Customers
CUST06634,112,3,289.23,4,3,4,434,Loyal Customers
CUST06635,664,1,94.67,1,1,1,111,At-Risk
CUST06636,352,1,96.56,1,1,1,111,At-Risk
CUST06637,273,2,190.34,2,2,2,222,At-Risk
CUST06638,106,3,286.32,4,3,3,433,Loyal Customers
CUST06639,57,5,477.1,4,5,5,455,High-Value Champions
CUST06640,459,2,191.01,1,2,2,122,At-Risk
CUST06641,248,3,283.36,2,3,3,233,Others
CUST06642,295,3,286.65999999999997,2,3,3,233,Others
CUST06643,392,4,380.95,1,4,4,144,Others
CUST06644,19,7,669.73,5,5,5,555,High-Value Champions
CUST06645,487,2,194.46,1,2,2,122,At-Risk
CUST06646,258,4,378.24,2,4,4,244,Others
CUST06647,0,5,480.14,5,5,5,555,High-Value Champions
CUST06648,538,2,189.32999999999998,1,2,1,121,At-Risk
CUST06650,5,4,386.01,5,4,4,544,High-Value Champions
CUST06652,78,3,287.12,4,3,3,433,Loyal Customers
CUST06653,105,3,287.79,4,3,3,433,Loyal Customers
CUST06654,87,4,381.26,4,4,4,444,High-Value Champions
CUST06655,161,3,286.81,3,3,3,333,Loyal Customers
CUST06656,2,2,190.99,5,2,2,522,Potential Loyalists
CUST06657,180,3,285.01,3,3,3,333,Loyal Customers
CUST06658,40,4,383.23,5,4,4,544,High-Value Champions
CUST06659,36,3,284.8,5,3,3,533,Loyal Customers
CUST06660,313,5,471.95,2,5,5,255,Others
CUST06661,59,6,578.57,4,5,5,455,High-Value Champions
CUST06662,97,5,480.91,4,5,5,455,High-Value Champions
CUST06663,213,3,286.99,2,3,3,233,Others
CUST06664,69,2,188.91,4,2,1,421,Potential Loyalists
CUST06665,22,2,189.55,5,2,2,522,Potential Loyalists
CUST06666,423,1,95.89,1,1,1,111,At-Risk
CUST06667,7,7,663.33,5,5,5,555,High-Value Champions
CUST06669,69,3,286.45,4,3,3,433,Loyal Customers
CUST06670,157,5,478.92,3,5,5,355,Loyal Customers
CUST06671,29,2,192.11,5,2,2,522,Potential Loyalists
CUST06672,90,4,382.01,4,4,4,444,High-Value Champions
CUST06673,454,2,191.23000000000002,1,2,2,122,At-Risk
CUST06674,57,5,475.36,4,5,5,455,High-Value Champions
CUST06675,30,3,287.26,5,3,3,533,Loyal Customers
CUST06676,299,2,193.48000000000002,2,2,2,222,At-Risk
CUST06677,2,3,288.78,5,3,4,534,Loyal Customers
CUST06678,237,3,286.67,2,3,3,233,Others
CUST06679,71,5,475.81,4,5,5,455,High-Value Champions
CUST06680,377,1,96.11,1,1,1,111,At-Risk
CUST06681,621,1,96.56,1,1,1,111,At-Risk
CUST06682,152,2,192.67000000000002,3,2,2,322,Others
CUST06683,173,3,289.13,3,3,4,334,Loyal Customers
CUST06684,158,2,187.47,3,2,1,321,Others
CUST06685,167,4,372.85,3,4,4,344,Loyal Customers
CUST06686,299,4,383.68,2,4,4,244,Others
CUST06687,150,4,381.55,3,4,4,344,Loyal Customers
CUST06688,132,2,192.45,3,2,2,322,Others
CUST06689,9,4,380.73,5,4,4,544,High-Value Champions
CUST06690,135,3,283.79,3,3,3,333,Loyal Customers
CUST06691,551,4,385.31,1,4,4,144,Others
CUST06692,227,4,374.93,2,4,4,244,Others
CUST06695,98,2,189.55,4,2,2,422,Potential Loyalists
CUST06696,165,3,287.12,3,3,3,333,Loyal Customers
CUST06697,89,3,286.95,4,3,3,433,Loyal Customers
CUST06698,362,1,97.23,1,1,1,111,At-Risk
CUST06699,54,4,379.08,4,4,4,444,High-Value Champions
CUST06700,149,5,477.67,3,5,5,355,Loyal Customers
CUST06701,39,4,382.02,5,4,4,544,High-Value Champions
CUST06702,483,3,286.99,1,3,3,133,Others
CUST06703,58,2,189.05,4,2,1,421,Potential Loyalists
CUST06704,304,2,192.67000000000002,2,2,2,222,At-Risk
CUST06705,274,4,379.61,2,4,4,244,Others
CUST06706,163,3,286.67,3,3,3,333,Loyal Customers
CUST06707,216,4,382.90999999999997,2,4,4,244,Others
CUST06708,98,4,378.66999999999996,4,4,4,444,High-Value Champions
CUST06709,329,2,189.36,2,2,2,222,At-Risk
CUST06710,317,2,193.48000000000002,2,2,2,222,At-Risk
CUST06711,73,3,288.56,4,3,3,433,Loyal Customers
CUST06712,233,2,188.69,2,2,1,221,At-Risk
CUST06714,51,6,574.82,4,5,5,455,High-Value Champions
CUST06715,162,3,282.56,3,3,3,333,Loyal Customers
CUST06716,271,2,187.25,2,2,1,221,At-Risk
CUST06717,35,3,282.35,5,3,3,533,Loyal Customers
CUST06718,77,4,379.36,4,4,4,444,High-Value Champions
CUST06719,78,2,190.03,4,2,2,422,Potential Loyalists
CUST06720,197,2,189.05,3,2,1,321,Others
CUST06721,274,1,95.89,2,1,1,211,At-Risk
CUST06722,108,1,92.8,4,1,1,411,One-Time Buyers
CUST06723,578,2,189.32999999999998,1,2,1,121,At-Risk
CUST06724,202,4,381.77,2,4,4,244,Others
CUST06725,166,1,94.88,3,1,1,311,One-Time Buyers
CUST06726,164,5,473.08,3,5,5,355,Loyal Customers
CUST06727,360,4,383.34000000000003,1,4,4,144,Others
CUST06728,83,4,382.45,4,4,4,444,High-Value Champions
CUST06730,686,1,95.89,1,1,1,111,At-Risk
CUST06731,44,1,97.23,5,1,1,511,One-Time Buyers
CUST06732,82,5,475.47,4,5,5,455,High-Value Champions
CUST06733,3,2,191.44,5,2,2,522,Potential Loyalists
CUST06734,105,3,288.36,4,3,3,433,Loyal Customers
CUST06735,30,4,384.4,5,4,4,544,High-Value Champions
CUST06736,56,6,572.91,4,5,5,455,High-Value Champions
CUST06737,547,3,283.58,1,3,3,133,Others
CUST06738,302,2,190.56,2,2,2,222,At-Risk
CUST06739,34,3,289.06,5,3,4,534,Loyal Customers
CUST06740,210,4,379.39,2,4,4,244,Others
CUST06741,728,1,94.67,1,1,1,111,At-Risk
CUST06742,19,4,379.9,5,4,4,544,High-Value Champions
CUST06743,297,2,190.76999999999998,2,2,2,222,At-Risk
CUST06744,47,6,569.28,5,5,5,555,High-Value Champions
CUST06745,2,4,382.46000000000004,5,4,4,544,High-Value Champions
CUST06746,323,2,185.6,2,2,1,221,At-Risk
CUST06747,399,3,286.81,1,3,3,133,Others
CUST06748,18,4,380.53999999999996,5,4,4,544,High-Value Champions
CUST06749,8,7,662.44,5,5,5,555,High-Value Champions
CUST06750,477,2,192.67000000000002,1,2,2,122,At-Risk
CUST06751,471,2,192.14,1,2,2,122,At-Risk
CUST06752,337,2,192.45,2,2,2,222,At-Risk
CUST06753,296,5,478.68,2,5,5,255,Others
CUST06754,175,6,575.65,3,5,5,355,Loyal Customers
CUST06755,80,5,469.82,4,5,5,455,High-Value Champions
CUST06756,40,5,482.71000000000004,5,5,5,555,High-Value Champions
CUST06757,221,2,189.12,2,2,1,221,At-Risk
CUST06758,406,2,193.48000000000002,1,2,2,122,At-Risk
CUST06759,62,4,382.45,4,4,4,444,High-Value Champions
CUST06760,151,1,97.23,3,1,1,311,One-Time Buyers
CUST06761,142,3,287.89,3,3,3,333,Loyal Customers
CUST06762,199,3,289.37,3,3,4,334,Loyal Customers
CUST06763,160,2,190.76999999999998,3,2,2,322,Others
CUST06764,34,4,378.7,5,4,4,544,High-Value Champions
CUST06765,669,1,92.8,1,1,1,111,At-Risk
CUST06766,620,1,94.88,1,1,1,111,At-Risk
CUST06767,9,2,190.78,5,2,2,522,Potential Loyalists
CUST06769,206,2,193.12,2,2,2,222,At-Risk
CUST06771,111,2,192.81,4,2,2,422,Potential Loyalists
CUST06773,467,2,188.9,1,2,1,121,At-Risk
CUST06774,192,2,190.56,3,2,2,322,Others
CUST06775,191,2,192.14,3,2,2,322,Others
CUST06776,15,5,475.58,5,5,5,555,High-Value Champions
CUST06777,149,4,380.14,3,4,4,344,Loyal Customers
CUST06778,466,2,193.34,1,2,2,122,At-Risk
CUST06779,77,4,381.04,4,4,4,444,High-Value Champions
CUST06780,134,2,190.76999999999998,3,2,2,322,Others
CUST06781,68,2,187.25,4,2,1,421,Potential Loyalists
CUST06782,56,5,480.51,4,5,5,455,High-Value Champions
CUST06783,279,2,188.91,2,2,1,221,At-Risk
CUST06784,339,1,97.23,2,1,1,211,At-Risk
CUST06785,252,3,289.34000000000003,2,3,4,234,Others
CUST06786,188,6,580.08,3,5,5,355,Loyal Customers
CUST06787,50,3,284.01,4,3,3,433,Loyal Customers
CUST06788,308,4,379.58,2,4,4,244,Others
CUST06789,50,2,190.92000000000002,4,2,2,422,Potential Loyalists
CUST06790,167,4,376.8,3,4,4,344,Loyal Customers
CUST06791,604,3,285.3,1,3,3,133,Others
CUST06792,85,4,385.48,4,4,4,444,High-Value Champions
CUST06793,69,6,574.14,4,5,5,455,High-Value Champions
CUST06794,385,3,286.81,1,3,3,133,Others
CUST06795,561,2,192.0,1,2,2,122,At-Risk
CUST06796,289,6,572.58,2,5,5,255,Others
CUST06797,441,1,96.25,1,1,1,111,At-Risk
CUST06798,72,6,575.9300000000001,4,5,5,455,High-Value Champions
CUST06799,241,1,96.11,2,1,1,211,At-Risk
CUST06800,308,3,285.8,2,3,3,233,Others
CUST06801,422,1,96.25,1,1,1,111,At-Risk
CUST06802,35,5,480.14,5,5,5,555,High-Value Champions
CUST06803,432,3,286.59000000000003,1,3,3,133,Others
CUST06804,193,1,96.11,3,1,1,311,One-Time Buyers
CUST06805,89,3,288.61,4,3,3,433,Loyal Customers
CUST06806,209,2,192.0,2,2,2,222,At-Risk
CUST06807,122,3,283.78,3,3,3,333,Loyal Customers
CUST06809,587,2,194.46,1,2,2,122,At-Risk
CUST06810,472,3,283.72,1,3,3,133,Others
CUST06811,8,2,193.79000000000002,5,2,2,522,Potential Loyalists
CUST06812,84,3,288.15,4,3,3,433,Loyal Customers
CUST06813,268,3,286.81,2,3,3,233,Others
CUST06814,3,2,190.92000000000002,5,2,2,522,Potential Loyalists
CUST06815,143,2,189.55,3,2,2,322,Others
CUST06816,22,2,188.91,5,2,1,521,Potential Loyalists
CUST06817,129,4,380.59000000000003,3,4,4,344,Loyal Customers
CUST06818,454,1,94.88,1,1,1,111,At-Risk
CUST06819,187,6,567.96,3,5,5,355,Loyal Customers
CUST06820,55,3,288.47,4,3,3,433,Loyal Customers
CUST06821,113,7,666.78,4,5,5,455,High-Value Champions
CUST06822,212,4,383.9,2,4,4,244,Others
CUST06823,81,2,191.68,4,2,2,422,Potential Loyalists
CUST06824,255,6,571.72,2,5,5,255,Others
CUST06825,289,3,286.23,2,3,3,233,Others
CUST06826,245,2,192.36,2,2,2,222,At-Risk
CUST06827,34,3,283.36,5,3,3,533,Loyal Customers
CUST06828,280,2,189.36,2,2,2,222,At-Risk
CUST06829,281,4,381.9,2,4,4,244,Others
CUST06830,585,1,96.56,1,1,1,111,At-Risk
CUST06831,123,1,95.89,3,1,1,311,One-Time Buyers
CUST06832,74,3,286.81,4,3,3,433,Loyal Customers
CUST06833,729,1,96.25,1,1,1,111,At-Risk
CUST06834,467,1,94.67,1,1,1,111,At-Risk
CUST06835,123,8,767.16,3,5,5,355,Loyal Customers
CUST06836,58,2,187.47,4,2,1,421,Potential Loyalists
CUST06837,457,1,96.25,1,1,1,111,At-Risk
CUST06838,667,1,94.88,1,1,1,111,At-Risk
CUST06839,301,4,379.9,2,4,4,244,Others
CUST06840,71,6,574.91,4,5,5,455,High-Value Champions
CUST06841,192,4,382.46000000000004,3,4,4,344,Loyal Customers
CUST06842,236,4,382.02,2,4,4,244,Others
CUST06843,114,2,190.99,4,2,2,422,Potential Loyalists
CUST06844,621,3,285.89,1,3,3,133,Others
CUST06845,149,3,285.44,3,3,3,333,Loyal Customers
CUST06846,50,5,481.13,4,5,5,455,High-Value Champions
CUST06847,110,2,191.44,4,2,2,422,Potential Loyalists
CUST06848,35,6,573.45,5,5,5,555,High-Value Champions
CUST06849,467,1,97.23,1,1,1,111,At-Risk
CUST06850,434,2,189.12,1,2,1,121,At-Risk
CUST06851,253,4,384.49,2,4,4,244,Others
CUST06852,59,3,288.01,4,3,3,433,Loyal Customers
CUST06853,371,3,288.67,1,3,3,133,Others
CUST06854,94,4,384.18,4,4,4,444,High-Value Champions
CUST06855,80,4,380.34000000000003,4,4,4,444,High-Value Champions
CUST06856,18,3,285.59000000000003,5,3,3,533,Loyal Customers
CUST06857,45,1,92.8,5,1,1,511,One-Time Buyers
CUST06858,158,3,285.8,3,3,3,333,Loyal Customers
CUST06859,180,2,191.13,3,2,2,322,Others
CUST06860,232,4,383.01,2,4,4,244,Others
CUST06861,261,1,96.56,2,1,1,211,At-Risk
CUST06862,317,2,190.7,2,2,2,222,At-Risk
CUST06863,135,2,187.68,3,2,1,321,Others
CUST06864,428,3,286.35,1,3,3,133,Others
CUST06865,331,5,477.25,2,5,5,255,Others
CUST06866,84,2,192.14,4,2,2,422,Potential Loyalists
CUST06867,639,1,94.88,1,1,1,111,At-Risk
CUST06868,391,2,191.68,1,2,2,122,At-Risk
CUST06869,23,3,285.61,5,3,3,533,Loyal Customers
CUST06870,235,3,286.56,2,3,3,233,Others
CUST06871,242,4,379.47,2,4,4,244,Others
CUST06872,138,2,189.34,3,2,2,322,Others
CUST06873,116,4,383.51,3,4,4,344,Loyal Customers
CUST06874,21,4,378.24,5,4,4,544,High-Value Champions
CUST06875,0,4,382.89,5,4,4,544,High-Value Champions
CUST06876,211,1,97.23,2,1,1,211,At-Risk
CUST06877,37,6,571.9300000000001,5,5,5,555,High-Value Champions
CUST06878,83,6,572.64,4,5,5,455,High-Value Champions
CUST06879,403,1,96.25,1,1,1,111,At-Risk
CUST06880,12,6,570.35,5,5,5,555,High-Value Champions
CUST06882,176,6,576.61,3,5,5,355,Loyal Customers
CUST06883,11,5,480.74,5,5,5,555,High-Value Champions
CUST06884,680,1,94.88,1,1,1,111,At-Risk
CUST06885,98,3,284.48,4,3,3,433,Loyal Customers
CUST06886,596,2,192.81,1,2,2,122,At-Risk
CUST06887,230,6,573.37,2,5,5,255,Others
CUST06888,134,5,482.25,3,5,5,355,Loyal Customers
CUST06889,50,4,380.13,4,4,4,444,High-Value Champions
CUST06891,242,5,480.43,2,5,5,255,Others
CUST06892,71,3,281.7,4,3,2,432,Loyal Customers
CUST06893,384,3,286.65999999999997,1,3,3,133,Others
CUST06894,396,1,96.56,1,1,1,111,At-Risk
CUST06895,280,6,573.4,2,5,5,255,Others
CUST06897,4,6,574.67,5,5,5,555,High-Value Champions
CUST06898,109,5,477.45,4,5,5,455,High-Value Champions
CUST06899,92,2,192.36,4,2,2,422,Potential Loyalists
CUST06900,90,3,287.55,4,3,3,433,Loyal Customers
CUST06901,261,4,384.56,2,4,4,244,Others
CUST06902,695,1,97.23,1,1,1,111,At-Risk
CUST06903,437,1,96.11,1,1,1,111,At-Risk
CUST06904,540,1,97.23,1,1,1,111,At-Risk
CUST06905,88,6,572.24,4,5,5,455,High-Value Champions
CUST06906,21,5,475.79,5,5,5,555,High-Value Champions
CUST06907,423,2,190.03,1,2,2,122,At-Risk
CUST06908,8,6,569.92,5,5,5,555,High-Value Champions
CUST06909,144,3,288.67,3,3,3,333,Loyal Customers
CUST06910,255,1,94.67,2,1,1,211,At-Risk
CUST06911,471,1,94.88,1,1,1,111,At-Risk
CUST06912,46,4,375.15,5,4,4,544,High-Value Champions
CUST06913,257,2,190.34,2,2,2,222,At-Risk
CUST06914,104,3,286.89,4,3,3,433,Loyal Customers
CUST06915,6,4,382.46000000000004,5,4,4,544,High-Value Champions
CUST06916,492,1,97.23,1,1,1,111,At-Risk
CUST06917,60,5,479.11,4,5,5,455,High-Value Champions
CUST06918,24,3,286.28,5,3,3,533,Loyal Customers
CUST06919,128,4,384.26,3,4,4,344,Loyal Customers
CUST06920,114,3,285.47,4,3,3,433,Loyal Customers
CUST06921,39,3,288.0,5,3,3,533,Loyal Customers
CUST06922,93,2,191.13,4,2,2,422,Potential Loyalists
CUST06923,73,1,94.45,4,1,1,411,One-Time Buyers
CUST06924,215,2,190.76999999999998,2,2,2,222,At-Risk
CUST06925,187,5,480.07,3,5,5,355,Loyal Customers
CUST06926,159,3,281.7,3,3,2,332,Loyal Customers
CUST06927,505,2,191.01,1,2,2,122,At-Risk
CUST06928,199,5,471.47,3,5,5,355,Loyal Customers
CUST06929,375,3,287.33,1,3,3,133,Others
CUST06931,132,6,571.89,3,5,5,355,Loyal Customers
CUST06932,344,3,287.17,1,3,3,133,Others
CUST06933,20,3,285.23,5,3,3,533,Loyal Customers
CUST06934,200,2,191.78,3,2,2,322,Others
CUST06935,121,3,281.92,3,3,2,332,Loyal Customers
CUST06936,73,4,380.56,4,4,4,444,High-Value Champions
CUST06937,574,2,187.68,1,2,1,121,At-Risk
CUST06938,5,3,287.02,5,3,3,533,Loyal Customers
CUST06940,29,1,92.8,5,1,1,511,One-Time Buyers
CUST06942,80,3,286.95,4,3,3,433,Loyal Customers
CUST06943,240,2,189.55,2,2,2,222,At-Risk
CUST06945,15,2,191.44,5,2,2,522,Potential Loyalists
CUST06946,201,4,380.28,3,4,4,344,Loyal Customers
CUST06947,303,2,192.22,2,2,2,222,At-Risk
CUST06948,174,3,285.65999999999997,3,3,3,333,Loyal Customers
CUST06949,211,4,383.03,2,4,4,244,Others
CUST06950,608,1,96.25,1,1,1,111,At-Risk
CUST06951,101,3,287.34000000000003,4,3,3,433,Loyal Customers
CUST06952,668,1,97.23,1,1,1,111,At-Risk
CUST06953,356,3,282.83,1,3,3,133,Others
CUST06954,450,1,96.25,1,1,1,111,At-Risk
CUST06955,181,3,288.22,3,3,3,333,Loyal Customers
CUST06956,46,4,377.96,5,4,4,544,High-Value Champions
CUST06957,178,3,287.12,3,3,3,333,Loyal Customers
CUST06958,126,3,282.13,3,3,2,332,Loyal Customers
CUST06959,64,4,383.68,4,4,4,444,High-Value Champions
CUST06960,257,3,286.35,2,3,3,233,Others
CUST06961,217,3,286.67,2,3,3,233,Others
CUST06962,31,3,286.14,5,3,3,533,Loyal Customers
CUST06963,81,2,189.36,4,2,2,422,Potential Loyalists
CUST06964,301,2,191.13,2,2,2,222,At-Risk
CUST06965,108,2,188.91,4,2,1,421,Potential Loyalists
CUST06966,314,3,286.81,2,3,3,233,Others
CUST06967,35,7,667.3,5,5,5,555,High-Value Champions
CUST06968,28,5,474.56,5,5,5,555,High-Value Champions
CUST06969,657,1,94.45,1,1,1,111,At-Risk
CUST06970,26,3,285.9,5,3,3,533,Loyal Customers
CUST06971,322,2,191.13,2,2,2,222,At-Risk
CUST06972,281,1,97.23,2,1,1,211,At-Risk
CUST06973,446,1,95.89,1,1,1,111,At-Risk
CUST06974,16,3,286.56,5,3,3,533,Loyal Customers
CUST06975,103,3,287.55,4,3,3,433,Loyal Customers
CUST06976,381,3,288.36,1,3,3,133,Others
CUST06977,402,3,283.58,1,3,3,133,Others
CUST06978,538,1,94.45,1,1,1,111,At-Risk
CUST06979,67,2,190.92000000000002,4,2,2,422,Potential Loyalists
CUST06980,203,6,569.95,2,5,5,255,Others
CUST06981,75,2,190.99,4,2,2,422,Potential Loyalists
CUST06982,376,6,573.85,1,5,5,155,Others
CUST06983,3,3,282.15999999999997,5,3,3,533,Loyal Customers
CUST06984,177,2,190.34,3,2,2,322,Others
CUST06985,9,3,288.92,5,3,4,534,Loyal Customers
CUST06986,374,3,286.81,1,3,3,133,Others
CUST06987,7,3,289.68,5,3,4,534,Loyal Customers
CUST06988,146,3,287.57,3,3,3,333,Loyal Customers
CUST06989,144,5,475.86,3,5,5,355,Loyal Customers
CUST06990,41,3,286.56,5,3,3,533,Loyal Customers
CUST06991,10,4,381.36,5,4,4,544,High-Value Champions
CUST06992,97,5,477.12,4,5,5,455,High-Value Champions
CUST06993,8,3,287.79,5,3,3,533,Loyal Customers
CUST06994,94,4,378.6,4,4,4,444,High-Value Champions
CUST06995,37,6,571.24,5,5,5,555,High-Value Champions
CUST06996,151,5,478.92,3,5,5,355,Loyal Customers
CUST06997,251,2,192.14,2,2,2,222,At-Risk
CUST06998,40,7,663.46,5,5,5,555,High-Value Champions
CUST06999,10,4,379.97,5,4,4,544,High-Value Champions
CUST07000,40,2,189.32999999999998,5,2,1,521,Potential Loyalists
CUST07001,234,3,285.87,2,3,3,233,Others
CUST07002,407,1,96.56,1,1,1,111,At-Risk
CUST07003,259,2,188.91,2,2,1,221,At-Risk
CUST07004,49,5,476.15,4,5,5,455,High-Value Champions
CUST07005,389,2,188.69,1,2,1,121,At-Risk
CUST07006,0,3,284.43,5,3,3,533,Loyal Customers
CUST07007,235,3,283.81,2,3,3,233,Others
CUST07008,562,1,95.89,1,1,1,111,At-Risk
CUST07009,214,2,190.76999999999998,2,2,2,222,At-Risk
CUST07010,270,3,288.56,2,3,3,233,Others
CUST07011,469,1,96.56,1,1,1,111,At-Risk
CUST07012,307,1,97.23,2,1,1,211,At-Risk
CUST07013,206,3,286.59000000000003,2,3,3,233,Others
CUST07014,188,6,575.7,3,5,5,355,Loyal Customers
CUST07015,153,3,285.23,3,3,3,333,Loyal Customers
CUST07016,129,6,571.6,3,5,5,355,Loyal Customers
CUST07018,43,6,572.46,5,5,5,555,High-Value Champions
CUST07019,65,1,97.23,4,1,1,411,One-Time Buyers
CUST07020,48,7,670.13,5,5,5,555,High-Value Champions
CUST07021,37,1,94.67,5,1,1,511,One-Time Buyers
CUST07022,220,4,378.6,2,4,4,244,Others
CUST07023,64,4,378.1,4,4,4,444,High-Value Champions
CUST07024,56,4,386.46000000000004,4,4,5,445,High-Value Champions
CUST07025,6,4,381.76,5,4,4,544,High-Value Champions
CUST07026,19,5,479.14,5,5,5,555,High-Value Champions
CUST07027,235,4,385.03,2,4,4,244,Others
CUST07028,235,2,190.78,2,2,2,222,At-Risk
CUST07029,97,4,378.45,4,4,4,444,High-Value Champions
CUST07030,521,4,381.34000000000003,1,4,4,144,Others
CUST07031,485,1,96.11,1,1,1,111,At-Risk
CUST07032,77,1,94.88,4,1,1,411,One-Time Buyers
CUST07033,72,6,574.38,4,5,5,455,High-Value Champions
CUST07034,361,2,191.01,1,2,2,122,At-Risk
CUST07035,268,3,284.48,2,3,3,233,Others
CUST07036,116,3,287.69,3,3,3,333,Loyal Customers
CUST07037,57,5,478.35,4,5,5,455,High-Value Champions
CUST07038,25,2,192.22,5,2,2,522,Potential Loyalists
CUST07039,584,1,94.45,1,1,1,111,At-Risk
CUST07040,129,2,189.55,3,2,2,322,Others
CUST07041,391,2,190.03,1,2,2,122,At-Risk
CUST07042,438,3,283.78999999999996,1,3,3,133,Others
CUST07043,137,4,384.26,3,4,4,344,Loyal Customers
CUST07044,169,4,378.39,3,4,4,344,Loyal Customers
CUST07046,53,2,189.55,4,2,2,422,Potential Loyalists
CUST07047,65,4,382.43,4,4,4,444,High-Value Champions
CUST07048,264,2,189.34,2,2,2,222,At-Risk
CUST07049,542,2,192.0,1,2,2,122,At-Risk
CUST07050,137,2,188.91,3,2,1,321,Others
CUST07051,80,2,190.92000000000002,4,2,2,422,Potential Loyalists
CUST07052,398,3,285.8,1,3,3,133,Others
CUST07053,415,4,383.9,1,4,4,144,Others
CUST07055,240,4,380.35,2,4,4,244,Others
CUST07056,144,3,288.01,3,3,3,333,Loyal Customers
CUST07057,154,3,285.23,3,3,3,333,Loyal Customers
CUST07058,120,2,189.12,3,2,1,321,Others
CUST07059,53,5,477.36,4,5,5,455,High-Value Champions
CUST07060,88,5,473.17,4,5,5,455,High-Value Champions
CUST07061,178,3,286.56,3,3,3,333,Loyal Customers
CUST07062,103,3,287.1,4,3,3,433,Loyal Customers
CUST07063,2,6,571.29,5,5,5,555,High-Value Champions
CUST07064,137,3,282.15999999999997,3,3,3,333,Loyal Customers
CUST07065,58,2,192.67000000000002,4,2,2,422,Potential Loyalists
CUST07066,230,4,378.02,2,4,4,244,Others
CUST07067,21,3,287.12,5,3,3,533,Loyal Customers
CUST07068,21,5,476.02,5,5,5,555,High-Value Champions
CUST07069,222,3,284.48,2,3,3,233,Others
CUST07070,8,3,286.81,5,3,3,533,Loyal Customers
CUST07071,270,1,96.56,2,1,1,211,At-Risk
CUST07072,256,5,476.24,2,5,5,255,Others
CUST07073,186,2,193.12,3,2,2,322,Others
CUST07074,362,6,573.83,1,5,5,155,Others
CUST07075,80,4,381.69,4,4,4,444,High-Value Champions
CUST07076,143,6,572.73,3,5,5,355,Loyal Customers
CUST07077,272,3,287.34000000000003,2,3,3,233,Others
